Model,Epoch,Dataset,Is_Single_Class,Calibrated_Threshold,Optimized_Threshold,Threshold_Diff,Calibrated_F1,Optimized_F1,F1_Improvement,Calibrated_Brier,Optimized_Brier,Brier_Improvement
Wav2Vec2_Vanilla,1,UrbanSound,Yes,0.32823363,0.44000918,+0.11177555,nan,nan,+nan,0.0613,0.0613,+0.0000
Wav2Vec2_Vanilla,1,Wonjun_Yi,Yes,0.32823363,0.26813343,-0.06010020,nan,nan,+nan,0.4428,0.4428,+0.0000
Wav2Vec2_Vanilla,10,CalibrationDataset,No,0.02434713,0.02375309,-0.00059404,0.8467,0.8472,+0.0005,0.3284,0.3284,+0.0000
Wav2Vec2_Vanilla,10,DronePrint,Yes,0.02434713,0.03129824,+0.00695111,nan,nan,+nan,0.8438,0.8438,+0.0000
Wav2Vec2_Vanilla,10,Emo,Yes,0.02434713,0.11253475,+0.08818762,nan,nan,+nan,0.0004,0.0004,+0.0000
Wav2Vec2_Vanilla,10,ESC-50,Yes,0.02434713,0.25937277,+0.23502564,nan,nan,+nan,0.0003,0.0003,+0.0000
Wav2Vec2_Vanilla,10,Fusion,No,0.02434713,0.02000284,-0.00434429,0.6462,0.7110,+0.0648,0.8352,0.8352,+0.0000
Wav2Vec2_Vanilla,10,H-2,Yes,0.02434713,0.02007572,-0.00427141,nan,nan,+nan,0.9689,0.9689,+0.0000
Wav2Vec2_Vanilla,10,Authors,No,0.02434713,0.02434713,+0.00000000,0.4444,0.4444,+0.0000,0.7479,0.7479,+0.0000
Wav2Vec2_Vanilla,10,S&E,No,0.02434713,0.02434713,+0.00000000,0.5161,0.5161,+0.0000,0.3254,0.3254,+0.0000
Wav2Vec2_Vanilla,10,UrbanSound,Yes,0.02434713,0.72304773,+0.69870060,nan,nan,+nan,0.0010,0.0010,+0.0000
Wav2Vec2_Vanilla,10,Wonjun_Yi,Yes,0.02434713,0.02000284,-0.00434429,nan,nan,+nan,0.9400,0.9400,+0.0000
Wav2Vec2_Vanilla,15,CalibrationDataset,No,0.00047439,0.02736934,+0.02689495,0.6426,0.0032,-0.6394,0.3796,0.3796,+0.0000
Wav2Vec2_Vanilla,15,DronePrint,Yes,0.00047439,0.02064655,+0.02017215,nan,nan,+nan,0.9861,0.9861,+0.0000
Wav2Vec2_Vanilla,15,Emo,Yes,0.00047439,0.00047439,+0.00000000,nan,nan,+nan,0.0000,0.0000,+0.0000
Wav2Vec2_Vanilla,15,ESC-50,Yes,0.00047439,0.03997797,+0.03950357,nan,nan,+nan,0.0000,0.0000,+0.0000
Wav2Vec2_Vanilla,15,Fusion,No,0.00047439,0.02064655,+0.02017215,0.7330,0.0011,-0.7319,0.8857,0.8857,+0.0000
Wav2Vec2_Vanilla,15,H-2,Yes,0.00047439,0.02230541,+0.02183101,nan,nan,+nan,0.9963,0.9963,+0.0000
Wav2Vec2_Vanilla,15,Authors,No,0.00047439,0.02389915,+0.02342476,0.8511,0.0909,-0.7602,0.7736,0.7736,+0.0000
Wav2Vec2_Vanilla,15,S&E,No,0.00047439,0.00047439,+0.00000000,0.4348,0.4348,+0.0000,0.3376,0.3376,+0.0000
Wav2Vec2_Vanilla,15,UrbanSound,Yes,0.00047439,0.33095548,+0.33048109,nan,nan,+nan,0.0001,0.0001,+0.0000
Wav2Vec2_Vanilla,15,Wonjun_Yi,Yes,0.00047439,0.07195637,+0.07148198,nan,nan,+nan,0.9981,0.9981,+0.0000
Wav2Vec2_Vanilla,20,CalibrationDataset,No,0.00018674,0.00018674,+0.00000000,0.5555,0.5555,+0.0000,0.3805,0.3805,+0.0000
Wav2Vec2_Vanilla,20,DronePrint,Yes,0.00018674,0.00018674,+0.00000000,nan,nan,+nan,0.9979,0.9979,+0.0000
Wav2Vec2_Vanilla,20,Emo,Yes,0.00018674,0.00018674,+0.00000000,nan,nan,+nan,0.0000,0.0000,+0.0000
Wav2Vec2_Vanilla,20,ESC-50,Yes,0.00018674,0.00018674,+0.00000000,nan,nan,+nan,0.0000,0.0000,+0.0000
Wav2Vec2_Vanilla,20,Fusion,No,0.00018674,0.02492655,+0.02473982,0.8501,0.0000,-0.8501,0.8870,0.8870,+0.0000
Wav2Vec2_Vanilla,20,H-2,Yes,0.00018674,0.00018674,+0.00000000,nan,nan,+nan,0.9990,0.9990,+0.0000
Wav2Vec2_Vanilla,20,Authors,No,0.00018674,0.00018674,+0.00000000,0.8750,0.8750,+0.0000,0.7768,0.7768,+0.0000
Wav2Vec2_Vanilla,20,S&E,No,0.00018674,0.00018674,+0.00000000,0.5067,0.5067,+0.0000,0.3389,0.3389,+0.0000
Wav2Vec2_Vanilla,20,UrbanSound,Yes,0.00018674,0.08609464,+0.08590790,nan,nan,+nan,0.0000,0.0000,+0.0000
Wav2Vec2_Vanilla,20,Wonjun_Yi,Yes,0.00018674,0.00018674,+0.00000000,nan,nan,+nan,0.9996,0.9996,+0.0000
Wav2Vec2_Vanilla,5,CalibrationDataset,No,0.34963050,0.35469980,+0.00506930,0.8562,0.8562,+0.0000,0.1384,0.1384,+0.0000
Wav2Vec2_Vanilla,5,DronePrint,Yes,0.34963050,0.26588514,-0.08374536,nan,nan,+nan,0.2340,0.2340,+0.0000
Wav2Vec2_Vanilla,5,Emo,Yes,0.34963050,0.73350820,+0.38387770,nan,nan,+nan,0.0279,0.0279,+0.0000
Wav2Vec2_Vanilla,5,ESC-50,Yes,0.34963050,0.79943890,+0.44980840,nan,nan,+nan,0.0119,0.0119,+0.0000
Wav2Vec2_Vanilla,5,Fusion,No,0.34963050,0.02820095,-0.32142956,0.4845,0.9661,+0.4816,0.4768,0.4768,+0.0000
Wav2Vec2_Vanilla,5,H-2,Yes,0.34963050,0.02000481,-0.32962569,nan,nan,+nan,0.8036,0.8036,+0.0000
Wav2Vec2_Vanilla,5,Authors,No,0.34963050,0.02551997,-0.32411053,0.3200,0.8293,+0.5093,0.5729,0.5729,+0.0000
Wav2Vec2_Vanilla,5,S&E,No,0.34963050,0.19943483,-0.15019567,0.2963,0.5000,+0.2037,0.2651,0.2651,+0.0000
Wav2Vec2_Vanilla,5,UrbanSound,Yes,0.34963050,0.84809770,+0.49846720,nan,nan,+nan,0.0261,0.0261,+0.0000
Wav2Vec2_Vanilla,5,Wonjun_Yi,Yes,0.34963050,0.02001937,-0.32961114,nan,nan,+nan,0.5238,0.5238,+0.0000
