Rank,Model,Epoch,Dataset,Excluded_From_Ranking,Is_Single_Class,Brier_Score,F1,Accuracy,Precision,Recall,Threshold,TP,TN,FP,FN,Total_Samples
1,CNN_LSTM,1,CalibrationDataset,Yes,No,0.1294,0.8857,0.9203,0.9785,0.8091,0.98599900,500,989,11,118,1618
1,CNN_LSTM,1,DronePrint,No,Yes,0.8394,N/A,0.0000,N/A,N/A,0.98599900,0,0,0,12,12
1,CNN_LSTM,1,Emo,No,Yes,0.0411,N/A,1.0000,N/A,N/A,0.98599900,0,370,0,0,370
1,CNN_LSTM,1,ESC-50,No,Yes,0.2175,N/A,0.9642,N/A,N/A,0.98599900,0,1614,60,0,1674
1,CNN_LSTM,1,Fusion,Yes,No,0.0417,0.9778,0.9612,0.9940,0.9620,0.98599900,78966,9935,473,3116,92490
1,CNN_LSTM,1,H-2,No,Yes,0.8108,N/A,0.0000,N/A,N/A,0.98599900,0,0,0,3061,3061
1,CNN_LSTM,1,S&E,No,No,0.2750,0.0000,0.6607,0.0000,0.0000,0.98599900,0,37,0,19,56
1,CNN_LSTM,1,Authors,No,No,0.7274,0.0000,0.1111,0.0000,0.0000,0.98599900,0,3,0,24,27
1,CNN_LSTM,1,UrbanSound,No,Yes,0.1131,N/A,0.9504,N/A,N/A,0.98599900,0,7911,413,0,8324
1,CNN_LSTM,1,Wonjun_Yi,No,Yes,0.0002,N/A,1.0000,N/A,N/A,0.98599900,78966,0,0,0,78966
2,CNN_LSTM,20,CalibrationDataset,Yes,No,0.1128,0.8674,0.9061,0.9413,0.8042,0.80349900,497,969,31,121,1618
2,CNN_LSTM,20,DronePrint,No,Yes,0.8509,N/A,0.0000,N/A,N/A,0.80349900,0,0,0,12,12
2,CNN_LSTM,20,Emo,No,Yes,0.0267,N/A,1.0000,N/A,N/A,0.80349900,0,370,0,0,370
2,CNN_LSTM,20,ESC-50,No,Yes,0.1757,N/A,0.9032,N/A,N/A,0.80349900,0,1512,162,0,1674
2,CNN_LSTM,20,Fusion,Yes,No,0.0433,0.9670,0.9427,0.9900,0.9450,0.80349900,77567,9626,782,4515,92490
2,CNN_LSTM,20,H-2,No,Yes,0.8423,N/A,0.0000,N/A,N/A,0.80349900,0,0,0,3061,3061
2,CNN_LSTM,20,S&E,No,No,0.2916,0.0000,0.6607,0.0000,0.0000,0.80349900,0,37,0,19,56
2,CNN_LSTM,20,Authors,No,No,0.7754,0.0000,0.1111,0.0000,0.0000,0.80349900,0,3,0,24,27
2,CNN_LSTM,20,UrbanSound,No,Yes,0.1004,N/A,0.9255,N/A,N/A,0.80349900,0,7704,620,0,8324
2,CNN_LSTM,20,Wonjun_Yi,No,Yes,0.0030,N/A,0.9823,N/A,N/A,0.80349900,77567,0,0,1399,78966
3,CNN_LSTM,100,CalibrationDataset,Yes,No,0.1242,0.8669,0.9061,0.9447,0.8010,0.83049900,495,971,29,123,1618
3,CNN_LSTM,100,DronePrint,No,Yes,0.8485,N/A,0.0000,N/A,N/A,0.83049900,0,0,0,12,12
3,CNN_LSTM,100,Emo,No,Yes,0.0314,N/A,1.0000,N/A,N/A,0.83049900,0,370,0,0,370
3,CNN_LSTM,100,ESC-50,No,Yes,0.1967,N/A,0.9122,N/A,N/A,0.83049900,0,1527,147,0,1674
3,CNN_LSTM,100,Fusion,Yes,No,0.0460,0.9664,0.9417,0.9900,0.9438,0.83049900,77468,9628,780,4614,92490
3,CNN_LSTM,100,H-2,No,Yes,0.8343,N/A,0.0000,N/A,N/A,0.83049900,0,0,0,3061,3061
3,CNN_LSTM,100,S&E,No,No,0.2913,0.0000,0.6607,0.0000,0.0000,0.83049900,0,37,0,19,56
3,CNN_LSTM,100,Authors,No,No,0.7594,0.0000,0.1111,0.0000,0.0000,0.83049900,0,3,0,24,27
3,CNN_LSTM,100,UrbanSound,No,Yes,0.1062,N/A,0.9240,N/A,N/A,0.83049900,0,7691,633,0,8324
3,CNN_LSTM,100,Wonjun_Yi,No,Yes,0.0054,N/A,0.9810,N/A,N/A,0.83049900,77468,0,0,1498,78966
4,CNN_LSTM,50,CalibrationDataset,Yes,No,0.1271,0.8034,0.8696,0.9473,0.6974,0.80749900,431,976,24,187,1618
4,CNN_LSTM,50,DronePrint,No,Yes,0.8467,N/A,0.0000,N/A,N/A,0.80749900,0,0,0,12,12
4,CNN_LSTM,50,Emo,No,Yes,0.0251,N/A,1.0000,N/A,N/A,0.80749900,0,370,0,0,370
4,CNN_LSTM,50,ESC-50,No,Yes,0.1610,N/A,0.9205,N/A,N/A,0.80749900,0,1541,133,0,1674
4,CNN_LSTM,50,Fusion,Yes,No,0.0948,0.9075,0.8484,0.9895,0.8380,0.80749900,68788,9680,728,13294,92490
4,CNN_LSTM,50,H-2,No,Yes,0.8408,N/A,0.0000,N/A,N/A,0.80749900,0,0,0,3061,3061
4,CNN_LSTM,50,S&E,No,No,0.2914,0.0000,0.6607,0.0000,0.0000,0.80749900,0,37,0,19,56
4,CNN_LSTM,50,Authors,No,No,0.7864,0.0000,0.1111,0.0000,0.0000,0.80749900,0,3,0,24,27
4,CNN_LSTM,50,UrbanSound,No,Yes,0.0974,N/A,0.9285,N/A,N/A,0.80749900,0,7729,595,0,8324
4,CNN_LSTM,50,Wonjun_Yi,No,Yes,0.0640,N/A,0.8711,N/A,N/A,0.80749900,68788,0,0,10178,78966
5,CNN_LSTM,10,CalibrationDataset,Yes,No,0.1534,0.7946,0.8399,0.7792,0.8107,0.27700000,501,858,142,117,1618
5,CNN_LSTM,10,DronePrint,No,Yes,0.8553,N/A,0.0000,N/A,N/A,0.27700000,0,0,0,12,12
5,CNN_LSTM,10,Emo,No,Yes,0.0260,N/A,0.9514,N/A,N/A,0.27700000,0,352,18,0,370
5,CNN_LSTM,10,ESC-50,No,Yes,0.1639,N/A,0.6511,N/A,N/A,0.27700000,0,1090,584,0,1674
5,CNN_LSTM,10,Fusion,Yes,No,0.1447,0.9605,0.9308,0.9739,0.9475,0.27700000,77771,8321,2087,4311,92490
5,CNN_LSTM,10,H-2,No,Yes,0.8473,N/A,0.0000,N/A,N/A,0.27700000,0,0,0,3061,3061
5,CNN_LSTM,10,S&E,No,No,0.2935,0.0000,0.6429,0.0000,0.0000,0.27700000,0,36,1,19,56
5,CNN_LSTM,10,Authors,No,No,0.7783,0.0800,0.1481,1.0000,0.0417,0.27700000,1,3,0,23,27
5,CNN_LSTM,10,UrbanSound,No,Yes,0.0978,N/A,0.8217,N/A,N/A,0.27700000,0,6840,1484,0,8324
5,CNN_LSTM,10,Wonjun_Yi,No,Yes,0.1221,N/A,0.9849,N/A,N/A,0.27700000,77770,0,0,1196,78966
6,CNN_LSTM,5,CalibrationDataset,Yes,No,0.1981,0.7865,0.8319,0.7637,0.8107,0.23200100,501,845,155,117,1618
6,CNN_LSTM,5,DronePrint,No,Yes,0.8610,N/A,0.0000,N/A,N/A,0.23200100,0,0,0,12,12
6,CNN_LSTM,5,Emo,No,Yes,0.0257,N/A,0.9405,N/A,N/A,0.23200100,0,348,22,0,370
6,CNN_LSTM,5,ESC-50,No,Yes,0.1652,N/A,0.6237,N/A,N/A,0.23200100,0,1044,630,0,1674
6,CNN_LSTM,5,Fusion,Yes,No,0.2556,0.9643,0.9372,0.9720,0.9568,0.23200100,78539,8143,2265,3543,92490
6,CNN_LSTM,5,H-2,No,Yes,0.8548,N/A,0.0000,N/A,N/A,0.23200100,0,0,0,3061,3061
6,CNN_LSTM,5,S&E,No,No,0.2930,0.0000,0.6429,0.0000,0.0000,0.23200100,0,36,1,19,56
6,CNN_LSTM,5,Authors,No,No,0.7831,0.0800,0.1481,1.0000,0.0417,0.23200100,1,3,0,23,27
6,CNN_LSTM,5,UrbanSound,No,Yes,0.0934,N/A,0.8063,N/A,N/A,0.23200100,0,6712,1612,0,8324
6,CNN_LSTM,5,Wonjun_Yi,No,Yes,0.2522,N/A,0.9946,N/A,N/A,0.23200100,78538,0,0,428,78966
7,Wav2Vec2_GaussianNoise,5,CalibrationDataset,Yes,No,0.1019,0.8537,0.8949,0.9084,0.8052,0.54113591,496,952,50,120,1618
7,Wav2Vec2_GaussianNoise,5,DronePrint,No,Yes,0.2706,N/A,0.5000,N/A,N/A,0.54113591,6,0,0,6,12
7,Wav2Vec2_GaussianNoise,5,Emo,No,Yes,0.0268,N/A,0.9676,N/A,N/A,0.54113591,0,358,12,0,370
7,Wav2Vec2_GaussianNoise,5,ESC-50,No,Yes,0.0108,N/A,0.9881,N/A,N/A,0.54113591,0,1654,20,0,1674
7,Wav2Vec2_GaussianNoise,5,Fusion,Yes,No,0.2762,0.6548,0.5422,0.9896,0.4893,0.54113591,40160,9988,423,41919,92490
7,Wav2Vec2_GaussianNoise,5,H-2,No,Yes,0.8492,N/A,0.0317,N/A,N/A,0.54113591,97,0,0,2964,3061
7,Wav2Vec2_GaussianNoise,5,Authors,No,No,0.6100,0.0000,0.2222,0.0000,0.0000,0.54113591,0,6,0,21,27
7,Wav2Vec2_GaussianNoise,5,S&E,No,No,0.2916,0.0870,0.6250,0.2500,0.0526,0.54113591,1,34,3,18,56
7,Wav2Vec2_GaussianNoise,5,UrbanSound,No,Yes,0.0322,N/A,0.9534,N/A,N/A,0.54113591,0,7936,388,0,8324
7,Wav2Vec2_GaussianNoise,5,Wonjun_Yi,No,Yes,0.2864,N/A,0.5073,N/A,N/A,0.54113591,40056,0,0,38910,78966
8,Wav2Vec2_Vanilla,1,CalibrationDataset,Yes,No,0.2038,0.8604,0.9005,0.9236,0.8052,0.32823363,496,961,41,120,1618
8,Wav2Vec2_Vanilla,1,DronePrint,No,Yes,0.4551,N/A,0.5000,N/A,N/A,0.32823363,6,0,0,6,12
8,Wav2Vec2_Vanilla,1,Emo,No,Yes,0.0623,N/A,0.9892,N/A,N/A,0.32823363,0,366,4,0,370
8,Wav2Vec2_Vanilla,1,ESC-50,No,Yes,0.0492,N/A,0.9886,N/A,N/A,0.32823363,0,1655,19,0,1674
8,Wav2Vec2_Vanilla,1,Fusion,Yes,No,0.4035,0.7535,0.6478,0.9941,0.6067,0.32823363,49799,10116,295,32280,92490
8,Wav2Vec2_Vanilla,1,H-2,No,Yes,0.5596,N/A,0.0245,N/A,N/A,0.32823363,75,0,0,2986,3061
8,Wav2Vec2_Vanilla,1,Authors,No,No,0.4316,0.0000,0.2222,0.0000,0.0000,0.32823363,0,6,0,21,27
8,Wav2Vec2_Vanilla,1,S&E,No,No,0.2220,0.0000,0.6429,0.0000,0.0000,0.32823363,0,36,1,19,56
8,Wav2Vec2_Vanilla,1,UrbanSound,No,Yes,0.0613,N/A,0.9674,N/A,N/A,0.32823363,0,8053,271,0,8324
8,Wav2Vec2_Vanilla,1,Wonjun_Yi,No,Yes,0.4428,N/A,0.6296,N/A,N/A,0.32823363,49718,0,0,29248,78966
9,Wav2Vec2_BandPassSurefire,5,CalibrationDataset,Yes,No,0.1332,0.8585,0.8912,0.8503,0.8669,0.33254519,534,908,94,82,1618
9,Wav2Vec2_BandPassSurefire,5,DronePrint,No,Yes,0.1576,N/A,1.0000,N/A,N/A,0.33254519,12,0,0,0,12
9,Wav2Vec2_BandPassSurefire,5,Emo,No,Yes,0.0429,N/A,0.8973,N/A,N/A,0.33254519,0,332,38,0,370
9,Wav2Vec2_BandPassSurefire,5,ESC-50,No,Yes,0.0207,N/A,0.9510,N/A,N/A,0.33254519,0,1592,82,0,1674
9,Wav2Vec2_BandPassSurefire,5,Fusion,Yes,No,0.4281,0.6185,0.5042,0.9754,0.4528,0.33254519,37162,9475,936,44917,92490
9,Wav2Vec2_BandPassSurefire,5,H-2,No,Yes,0.6735,N/A,0.1918,N/A,N/A,0.33254519,587,0,0,2474,3061
9,Wav2Vec2_BandPassSurefire,5,Authors,No,No,0.4685,0.3846,0.4074,1.0000,0.2381,0.33254519,5,6,0,16,27
9,Wav2Vec2_BandPassSurefire,5,S&E,No,No,0.2317,0.3448,0.6607,0.5000,0.2632,0.33254519,5,32,5,14,56
9,Wav2Vec2_BandPassSurefire,5,UrbanSound,No,Yes,0.0391,N/A,0.9026,N/A,N/A,0.33254519,0,7513,811,0,8324
9,Wav2Vec2_BandPassSurefire,5,Wonjun_Yi,No,Yes,0.4702,N/A,0.4629,N/A,N/A,0.33254519,36553,0,0,42413,78966
10,Wav2Vec2_GaussianAndBandPass,5,CalibrationDataset,Yes,No,0.2283,0.7909,0.8294,0.7415,0.8474,0.31621444,522,820,182,94,1618
10,Wav2Vec2_GaussianAndBandPass,5,DronePrint,No,Yes,0.2644,N/A,1.0000,N/A,N/A,0.31621444,12,0,0,0,12
10,Wav2Vec2_GaussianAndBandPass,5,Emo,No,Yes,0.0997,N/A,0.7243,N/A,N/A,0.31621444,0,268,102,0,370
10,Wav2Vec2_GaussianAndBandPass,5,ESC-50,No,Yes,0.0721,N/A,0.8817,N/A,N/A,0.31621444,0,1476,198,0,1674
10,Wav2Vec2_GaussianAndBandPass,5,Fusion,Yes,No,0.4295,0.6313,0.5088,0.9454,0.4739,0.31621444,38897,8164,2247,43182,92490
10,Wav2Vec2_GaussianAndBandPass,5,H-2,No,Yes,0.4834,N/A,0.3264,N/A,N/A,0.31621444,999,0,0,2062,3061
10,Wav2Vec2_GaussianAndBandPass,5,Authors,No,No,0.3751,0.5333,0.4815,0.8889,0.3810,0.31621444,8,5,1,13,27
10,Wav2Vec2_GaussianAndBandPass,5,S&E,No,No,0.2218,0.4390,0.5893,0.4091,0.4737,0.31621444,9,24,13,10,56
10,Wav2Vec2_GaussianAndBandPass,5,UrbanSound,No,Yes,0.0949,N/A,0.7678,N/A,N/A,0.31621444,0,6391,1933,0,8324
10,Wav2Vec2_GaussianAndBandPass,5,Wonjun_Yi,No,Yes,0.4720,N/A,0.4796,N/A,N/A,0.31621444,37869,0,0,41097,78966
11,Wav2Vec2_GaussianNoise,1,CalibrationDataset,Yes,No,0.2227,0.8953,0.9277,0.9980,0.8117,0.30406919,500,1001,1,116,1618
11,Wav2Vec2_GaussianNoise,1,DronePrint,No,Yes,0.5317,N/A,0.0000,N/A,N/A,0.30406919,0,0,0,12,12
11,Wav2Vec2_GaussianNoise,1,Emo,No,Yes,0.0583,N/A,1.0000,N/A,N/A,0.30406919,0,370,0,0,370
11,Wav2Vec2_GaussianNoise,1,ESC-50,No,Yes,0.0543,N/A,0.9994,N/A,N/A,0.30406919,0,1673,1,0,1674
11,Wav2Vec2_GaussianNoise,1,Fusion,Yes,No,0.4318,0.9770,0.9600,0.9972,0.9576,0.30406919,78599,10192,219,3480,92490
11,Wav2Vec2_GaussianNoise,1,H-2,No,Yes,0.5971,N/A,0.0000,N/A,N/A,0.30406919,0,0,0,3061,3061
11,Wav2Vec2_GaussianNoise,1,Authors,No,No,0.4699,0.0000,0.2222,0.0000,0.0000,0.30406919,0,6,0,21,27
11,Wav2Vec2_GaussianNoise,1,S&E,No,No,0.2303,0.0000,0.6607,0.0000,0.0000,0.30406919,0,37,0,19,56
11,Wav2Vec2_GaussianNoise,1,UrbanSound,No,Yes,0.0649,N/A,0.9738,N/A,N/A,0.30406919,0,8106,218,0,8324
11,Wav2Vec2_GaussianNoise,1,Wonjun_Yi,No,Yes,0.4739,N/A,0.9954,N/A,N/A,0.30406919,78599,0,0,367,78966
12,Wav2Vec2_BandPassSurefire,1,CalibrationDataset,Yes,No,0.2271,0.8245,0.8585,0.7808,0.8734,0.28066015,538,851,151,78,1618
12,Wav2Vec2_BandPassSurefire,1,DronePrint,No,Yes,0.4603,N/A,1.0000,N/A,N/A,0.28066015,12,0,0,0,12
12,Wav2Vec2_BandPassSurefire,1,Emo,No,Yes,0.0624,N/A,0.9000,N/A,N/A,0.28066015,0,333,37,0,370
12,Wav2Vec2_BandPassSurefire,1,ESC-50,No,Yes,0.0496,N/A,0.9116,N/A,N/A,0.28066015,0,1526,148,0,1674
12,Wav2Vec2_BandPassSurefire,1,Fusion,Yes,No,0.4702,0.5920,0.4762,0.9588,0.4282,0.28066015,35146,8900,1511,46933,92490
12,Wav2Vec2_BandPassSurefire,1,H-2,No,Yes,0.5569,N/A,0.2045,N/A,N/A,0.28066015,626,0,0,2435,3061
12,Wav2Vec2_BandPassSurefire,1,Authors,No,No,0.4273,0.4667,0.4074,0.7778,0.3333,0.28066015,7,4,2,14,27
12,Wav2Vec2_BandPassSurefire,1,S&E,No,No,0.2217,0.4375,0.6786,0.5385,0.3684,0.28066015,7,31,6,12,56
12,Wav2Vec2_BandPassSurefire,1,UrbanSound,No,Yes,0.0583,N/A,0.8417,N/A,N/A,0.28066015,0,7006,1318,0,8324
12,Wav2Vec2_BandPassSurefire,1,Wonjun_Yi,No,Yes,0.5213,N/A,0.4368,N/A,N/A,0.28066015,34494,0,0,44472,78966
13,Wav2Vec2_Vanilla,5,CalibrationDataset,Yes,No,0.1384,0.8562,0.8937,0.8828,0.8312,0.34963050,512,934,68,104,1618
13,Wav2Vec2_Vanilla,5,DronePrint,No,Yes,0.2340,N/A,0.7500,N/A,N/A,0.34963050,9,0,0,3,12
13,Wav2Vec2_Vanilla,5,Emo,No,Yes,0.0279,N/A,0.9243,N/A,N/A,0.34963050,0,342,28,0,370
13,Wav2Vec2_Vanilla,5,ESC-50,No,Yes,0.0119,N/A,0.9719,N/A,N/A,0.34963050,0,1627,47,0,1674
13,Wav2Vec2_Vanilla,5,Fusion,Yes,No,0.4768,0.4845,0.3920,0.9787,0.3219,0.34963050,26421,9836,575,55658,92490
13,Wav2Vec2_Vanilla,5,H-2,No,Yes,0.8036,N/A,0.1049,N/A,N/A,0.34963050,321,0,0,2740,3061
13,Wav2Vec2_Vanilla,5,Authors,No,No,0.5729,0.3200,0.3704,1.0000,0.1905,0.34963050,4,6,0,17,27
13,Wav2Vec2_Vanilla,5,S&E,No,No,0.2651,0.2963,0.6607,0.5000,0.2105,0.34963050,4,33,4,15,56
13,Wav2Vec2_Vanilla,5,UrbanSound,No,Yes,0.0261,N/A,0.9404,N/A,N/A,0.34963050,0,7828,496,0,8324
13,Wav2Vec2_Vanilla,5,Wonjun_Yi,No,Yes,0.5238,N/A,0.3303,N/A,N/A,0.34963050,26083,0,0,52883,78966
14,Wav2Vec2_GaussianAndBandPass,1,CalibrationDataset,Yes,No,0.2592,0.8786,0.9110,0.9140,0.8458,0.20276141,521,953,49,95,1618
14,Wav2Vec2_GaussianAndBandPass,1,DronePrint,No,Yes,0.6209,N/A,0.8333,N/A,N/A,0.20276141,10,0,0,2,12
14,Wav2Vec2_GaussianAndBandPass,1,Emo,No,Yes,0.0321,N/A,0.9649,N/A,N/A,0.20276141,0,357,13,0,370
14,Wav2Vec2_GaussianAndBandPass,1,ESC-50,No,Yes,0.0309,N/A,0.9665,N/A,N/A,0.20276141,0,1618,56,0,1674
14,Wav2Vec2_GaussianAndBandPass,1,Fusion,Yes,No,0.5591,0.9765,0.9588,0.9889,0.9644,0.20276141,79158,9524,887,2921,92490
14,Wav2Vec2_GaussianAndBandPass,1,H-2,No,Yes,0.6593,N/A,0.1287,N/A,N/A,0.20276141,394,0,0,2667,3061
14,Wav2Vec2_GaussianAndBandPass,1,Authors,No,No,0.5194,0.3077,0.3333,0.8000,0.1905,0.20276141,4,5,1,17,27
14,Wav2Vec2_GaussianAndBandPass,1,S&E,No,No,0.2506,0.0800,0.5893,0.1667,0.0526,0.20276141,1,32,5,18,56
14,Wav2Vec2_GaussianAndBandPass,1,UrbanSound,No,Yes,0.0346,N/A,0.9025,N/A,N/A,0.20276141,0,7512,812,0,8324
14,Wav2Vec2_GaussianAndBandPass,1,Wonjun_Yi,No,Yes,0.6245,N/A,0.9973,N/A,N/A,0.20276141,78749,0,0,217,78966
15,Wav2Vec2_AllAugments,1,CalibrationDataset,Yes,No,0.3188,0.1985,0.4858,0.2441,0.1672,0.21487400,103,683,319,513,1618
15,Wav2Vec2_AllAugments,1,DronePrint,No,Yes,0.4406,N/A,1.0000,N/A,N/A,0.21487400,12,0,0,0,12
15,Wav2Vec2_AllAugments,1,Emo,No,Yes,0.0501,N/A,0.4703,N/A,N/A,0.21487400,0,174,196,0,370
15,Wav2Vec2_AllAugments,1,ESC-50,No,Yes,0.0358,N/A,0.7814,N/A,N/A,0.21487400,0,1308,366,0,1674
15,Wav2Vec2_AllAugments,1,Fusion,Yes,No,0.7328,0.0587,0.1090,0.4700,0.0313,0.21487400,2568,7515,2896,79511,92490
15,Wav2Vec2_AllAugments,1,H-2,No,Yes,0.5477,N/A,0.8252,N/A,N/A,0.21487400,2526,0,0,535,3061
15,Wav2Vec2_AllAugments,1,Authors,No,No,0.4252,0.8444,0.7407,0.7917,0.9048,0.21487400,19,1,5,2,27
15,Wav2Vec2_AllAugments,1,S&E,No,No,0.2370,0.3492,0.2679,0.2500,0.5789,0.21487400,11,4,33,8,56
15,Wav2Vec2_AllAugments,1,UrbanSound,No,Yes,0.0378,N/A,0.7242,N/A,N/A,0.21487400,0,6028,2296,0,8324
15,Wav2Vec2_AllAugments,1,Wonjun_Yi,No,Yes,0.8318,N/A,0.0000,N/A,N/A,0.21487400,0,0,0,78966,78966
16,Wav2Vec2_GaussianNoise,10,CalibrationDataset,Yes,No,0.2476,0.8351,0.8745,0.8358,0.8344,0.02706548,514,901,101,102,1618
16,Wav2Vec2_GaussianNoise,10,DronePrint,No,Yes,0.8352,N/A,0.8333,N/A,N/A,0.02706548,10,0,0,2,12
16,Wav2Vec2_GaussianNoise,10,Emo,No,Yes,0.0013,N/A,0.8432,N/A,N/A,0.02706548,0,312,58,0,370
16,Wav2Vec2_GaussianNoise,10,ESC-50,No,Yes,0.0004,N/A,0.9582,N/A,N/A,0.02706548,0,1604,70,0,1674
16,Wav2Vec2_GaussianNoise,10,Fusion,Yes,No,0.8000,0.6484,0.5323,0.9741,0.4860,0.02706548,39887,9350,1061,42192,92490
16,Wav2Vec2_GaussianNoise,10,H-2,No,Yes,0.9749,N/A,0.0957,N/A,N/A,0.02706548,293,0,0,2768,3061
16,Wav2Vec2_GaussianNoise,10,Authors,No,No,0.7502,0.3200,0.3704,1.0000,0.1905,0.02706548,4,6,0,17,27
16,Wav2Vec2_GaussianNoise,10,S&E,No,No,0.3268,0.3125,0.6071,0.3846,0.2632,0.02706548,5,29,8,14,56
16,Wav2Vec2_GaussianNoise,10,UrbanSound,No,Yes,0.0039,N/A,0.8889,N/A,N/A,0.02706548,0,7399,925,0,8324
16,Wav2Vec2_GaussianNoise,10,Wonjun_Yi,No,Yes,0.8982,N/A,0.5012,N/A,N/A,0.02706548,39575,0,0,39391,78966
17,Wav2Vec2_Clipped,1,CalibrationDataset,Yes,No,0.3398,0.2305,0.5667,0.3559,0.1705,0.12388600,105,812,190,511,1618
17,Wav2Vec2_Clipped,1,DronePrint,No,Yes,0.3667,N/A,1.0000,N/A,N/A,0.12388600,12,0,0,0,12
17,Wav2Vec2_Clipped,1,Emo,No,Yes,0.0210,N/A,0.6270,N/A,N/A,0.12388600,0,232,138,0,370
17,Wav2Vec2_Clipped,1,ESC-50,No,Yes,0.0095,N/A,0.8961,N/A,N/A,0.12388600,0,1500,174,0,1674
17,Wav2Vec2_Clipped,1,Fusion,Yes,No,0.8260,0.0561,0.1217,0.6058,0.0294,0.12388600,2413,8841,1570,79666,92490
17,Wav2Vec2_Clipped,1,H-2,No,Yes,0.6357,N/A,0.7746,N/A,N/A,0.12388600,2371,0,0,690,3061
17,Wav2Vec2_Clipped,1,Authors,No,No,0.4602,0.8000,0.6667,0.7500,0.8571,0.12388600,18,0,6,3,27
17,Wav2Vec2_Clipped,1,S&E,No,No,0.2467,0.4615,0.5000,0.3636,0.6316,0.12388600,12,16,21,7,56
17,Wav2Vec2_Clipped,1,UrbanSound,No,Yes,0.0103,N/A,0.8521,N/A,N/A,0.12388600,0,7093,1231,0,8324
17,Wav2Vec2_Clipped,1,Wonjun_Yi,No,Yes,0.9410,N/A,0.0000,N/A,N/A,0.12388600,0,0,0,78966,78966
18,Wav2Vec2_BandPassSurefire,10,CalibrationDataset,Yes,No,0.3407,0.8487,0.8795,0.8128,0.8880,0.02587248,547,876,126,69,1618
18,Wav2Vec2_BandPassSurefire,10,DronePrint,No,Yes,0.8093,N/A,1.0000,N/A,N/A,0.02587248,12,0,0,0,12
18,Wav2Vec2_BandPassSurefire,10,Emo,No,Yes,0.0007,N/A,0.8378,N/A,N/A,0.02587248,0,310,60,0,370
